bulk0,bulk1,bulk2,bulk3,byte_ratio,client_bulks,client_bulksize_avg,client_bulksize_dev,client_bytes,client_effeciency,client_packet0,client_packet1,client_packets,client_packets_per_bulk,client_packetsize_avg,client_packetsize_dev,client_payload,is_tcp,packet_ratio,payload_ratio,proto,server_bulks,server_bulksize_avg,server_bulksize_dev,server_bytes,server_efficiency,server_packet0,server_packet1,server_packets,server_packets_per_bulk,server_packetsize_avg,server_packetsize_dev,server_payload,subproto
41,346,0,0,0,1,41.0,0.0,49,0,49,0,1,1,49.0,0.0,41,0,1,0,DNS,1,346.0,0.0,354,0,354,0,1,1,354.0,0.0,346,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
33,94,0,0,0,1,33.0,0.0,41,0,41,0,1,1,41.0,0.0,33,0,1,0,DNS,1,94.0,0.0,102,0,102,0,1,1,102.0,0.0,94,
24,108,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,108.0,0.0,116,0,116,0,1,1,116.0,0.0,108,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
31,87,0,0,0,1,31.0,0.0,39,0,39,0,1,1,39.0,0.0,31,0,1,0,DNS,1,87.0,0.0,95,0,95,0,1,1,95.0,0.0,87,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
34,95,0,0,0,1,34.0,0.0,42,0,42,0,1,1,42.0,0.0,34,0,1,0,DNS,1,95.0,0.0,103,0,103,0,1,1,103.0,0.0,95,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,Google
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
48,450,0,0,0,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,0,1,0,DNS,1,450.0,0.0,458,0,458,0,1,1,458.0,0.0,450,
24,72,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,72.0,0.0,80,0,80,0,1,1,80.0,0.0,72,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
24,108,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,108.0,0.0,116,0,116,0,1,1,116.0,0.0,108,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
30,46,0,0,0,1,30.0,0.0,38,0,38,0,1,1,38.0,0.0,30,0,1,0,DNS,1,46.0,0.0,54,0,54,0,1,1,54.0,0.0,46,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
31,131,0,0,0,1,31.0,0.0,39,0,39,0,1,1,39.0,0.0,31,0,1,0,DNS,1,131.0,0.0,139,0,139,0,1,1,139.0,0.0,131,
24,108,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,108.0,0.0,116,0,116,0,1,1,116.0,0.0,108,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,144,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,144.0,0.0,152,0,152,0,1,1,152.0,0.0,144,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,144,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,144.0,0.0,152,0,152,0,1,1,152.0,0.0,144,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
420,263,0,0,1,1,420.0,0.0,452,0,452,0,1,1,452.0,0.0,420,1,1,1,HTTP,1,263.0,0.0,295,0,295,0,1,1,295.0,0.0,263,
28,60,0,0,0,1,28.0,0.0,36,0,36,0,1,1,36.0,0.0,28,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
24,72,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,72.0,0.0,80,0,80,0,1,1,80.0,0.0,72,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
31,87,0,0,0,1,31.0,0.0,39,0,39,0,1,1,39.0,0.0,31,0,1,0,DNS,1,87.0,0.0,95,0,95,0,1,1,95.0,0.0,87,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
24,72,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,72.0,0.0,80,0,80,0,1,1,80.0,0.0,72,
30,58,0,0,0,1,30.0,0.0,38,0,38,0,1,1,38.0,0.0,30,0,1,0,DNS,1,58.0,0.0,66,0,66,0,1,1,66.0,0.0,58,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
34,134,0,0,0,1,34.0,0.0,42,0,42,0,1,1,42.0,0.0,34,0,1,0,DNS,1,134.0,0.0,142,0,142,0,1,1,142.0,0.0,134,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
41,158,0,0,0,1,41.0,0.0,49,0,49,0,1,1,49.0,0.0,41,0,1,0,DNS,1,158.0,0.0,166,0,166,0,1,1,166.0,0.0,158,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,112,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,112.0,0.0,120,0,120,0,1,1,120.0,0.0,112,Google
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
31,47,0,0,0,1,31.0,0.0,39,0,39,0,1,1,39.0,0.0,31,0,1,0,DNS,1,47.0,0.0,55,0,55,0,1,1,55.0,0.0,47,
24,72,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,72.0,0.0,80,0,80,0,1,1,80.0,0.0,72,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
31,131,0,0,0,1,31.0,0.0,39,0,39,0,1,1,39.0,0.0,31,0,1,0,DNS,1,131.0,0.0,139,0,139,0,1,1,139.0,0.0,131,
31,131,0,0,0,1,31.0,0.0,39,0,39,0,1,1,39.0,0.0,31,0,1,0,DNS,1,131.0,0.0,139,0,139,0,1,1,139.0,0.0,131,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
30,46,0,0,0,1,30.0,0.0,38,0,38,0,1,1,38.0,0.0,30,0,1,0,DNS,1,46.0,0.0,54,0,54,0,1,1,54.0,0.0,46,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
34,86,0,0,0,1,34.0,0.0,42,0,42,0,1,1,42.0,0.0,34,0,1,0,DNS,1,86.0,0.0,94,0,94,0,1,1,94.0,0.0,86,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,132,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,132.0,0.0,140,0,140,0,1,1,140.0,0.0,132,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,93,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,93.0,0.0,101,0,101,0,1,1,101.0,0.0,93,
34,354,0,0,0,1,34.0,0.0,42,0,42,0,1,1,42.0,0.0,34,0,1,0,DNS,1,354.0,0.0,362,0,362,0,1,1,362.0,0.0,354,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
24,108,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,108.0,0.0,116,0,116,0,1,1,116.0,0.0,108,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
24,72,0,0,0,1,24.0,0.0,32,0,32,0,1,1,32.0,0.0,24,0,1,0,DNS,1,72.0,0.0,80,0,80,0,1,1,80.0,0.0,72,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
33,49,0,0,0,1,33.0,0.0,41,0,41,0,1,1,41.0,0.0,33,0,1,0,DNS,1,49.0,0.0,57,0,57,0,1,1,57.0,0.0,49,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
36,64,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,64.0,0.0,72,0,72,0,1,1,72.0,0.0,64,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,88,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,88.0,0.0,96,0,96,0,1,1,96.0,0.0,88,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
36,84,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,84.0,0.0,92,0,92,0,1,1,92.0,0.0,84,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,60,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,60.0,0.0,68,0,68,0,1,1,68.0,0.0,60,
32,48,0,0,0,1,32.0,0.0,40,0,40,0,1,1,40.0,0.0,32,0,1,0,DNS,1,48.0,0.0,56,0,56,0,1,1,56.0,0.0,48,
36,92,0,0,0,1,36.0,0.0,44,0,44,0,1,1,44.0,0.0,36,0,1,0,DNS,1,92.0,0.0,100,0,100,0,1,1,100.0,0.0,92,
